entstanden;Verfasser;GNDVerfasser;Einheitstitel;Alternativtitel;Druckdatum;Druckort;Drucker1;GNDDrucker1;Drucker2;GNDDrucker2;Drucker3;GNDDrucker3;Drucker4;GNDDrucker4;Umfang;Format;Sprache;Anmerkung;USTCSubject;GW;ISTC;BSB_Ink;VE15;VD16;USTC;Literatur;RIDf;Landf;Stadtf;Insitutionf;Signaturf;erstelltf;geändertf;IDa;Landa;Stadta;Insitutiona;Signatura;erstellta;geänderta;IDb;Landb;Stadtb;Insitutionb;Signaturb;erstelltb;geändertb;Idc;Landc;Stadtc;Insitutionc;Signaturc;erstelltc;geändertc;IDd;Landd;Stadtd;Insitutiond;Signaturd;erstelltd;geändertd;IDe;Lande;Stadte;Insitutione;Signature;erstellte;geänderte
N/A;Theobaldus de Sexannia (Anonym);100961932;[1] Pharetra fidei contra Iudaeos [2] Pharetra fidei catholice;N/A;1499-00-00;Leipzig;Melchior Lotter d. Ä.;[1] 119747189 [2] 119747162;N/A;N/A;N/A;N/A;N/A;N/A;ff. 10;4°;Latein;N/A;Religious;M4d804;ip00d78000;T-146;N/A;N/A;741d33;https://www.gesamtkatalogderwiegendrucke.de/docs/THEOSUB.htm. Cardelle de Hartmann, C.: Lateinische Dialoge 1200-1400 (Mittellateinische Studien und Texte 37). Leiden 2007, R49. Kaeppeli, Th.: Scriptores Ordinis Praedicatorum Medii Aevi, IV, Rom 1993. Cardelle de Hartmann, Carmen: Drei Schriften mit dem Titel Pharetra fidei. ?In: Aschkenas Bd. 11 (2001) S. 327-34;urn:nbn:de:bvb:12-bsb00040294-9;Deutschland;München;Bayerische Staatsbibliothek (BSB);4 Inc.c.a. 1678;2009-07-24;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;Theobaldus de Sexannia (Anonym);100961932;[1] Pharetra fidei contra Iudaeos [2] Pharetra fidei catholice;N/A;1490-00-00, um;Strassburg;Peter Attendorn;128973706;N/A;N/A;N/A;N/A;N/A;N/A;ff. [18];4°;Latein;Sigantur: a-c6;Religious;M4d80d;ip00d78d00;T-141;N/A;N/A;749301;https://www.gesamtkatalogderwiegendrucke.de/docs/THEOSUB.htm. Cardelle de Hartmann, C.: Lateinische Dialoge 1200-1400 (Mittellateinische Studien und Texte 37). Leiden 2007, R49. Kaeppeli, Th.: Scriptores Ordinis Praedicatorum Medii Aevi, IV, Rom 1993. Cardelle de Hartmann, Carmen: Drei Schriften mit dem Titel Pharetra fidei. ?In: Aschkenas Bd. 11 (2001) S. 327-34;urn:nbn:de:bvb:12-bsb11303463-1;Deutschland;München;Bayerische Staatsbibliothek (BSB);4 Inc.s.a. 1449;2017-01-27;2020-10-02;urn:nbn:de:0128-6-2037;Deutschland;Trier;Stadtbibliothek (StB);N/A;0d.01.2012;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;Theobaldus de Sexannia (Anonym);100961932;[1] Pharetra fidei contra Iudaeos [2] Pharetra fidei catholice;Pharetra fidei catholice sive ydonea disputatio inter Christianos et judeos in qua pro ulcra tanguntur media et rationes quibus quiuis Christifidelis tam ex pro hetis suis pro riis qua ex nostris eorum erroribus faciliter poterit obuiare.;1d02-00-00;Leipzig;Melchior Lotter d. Ä.;[1] 119747189 [2] 119747162;N/A;N/A;N/A;N/A;N/A;N/A;ff. [12];4°;Latein;N/A;Religious;N/A;N/A;N/A;N/A;P 2434;6837d8;https://www.gesamtkatalogderwiegendrucke.de/docs/THEOSUB.htm. Cardelle de Hartmann, C.: Lateinische Dialoge 1200-1400 (Mittellateinische Studien und Texte 37). Leiden 2007, R49. Kaeppeli, Th.: Scriptores Ordinis Praedicatorum Medii Aevi, IV, Rom 1993. Cardelle de Hartmann, Carmen: Drei Schriften mit dem Titel Pharetra fidei. ?In: Aschkenas Bd. 11 (2001) S. 327-34;urn:nbn:de:bvb:12-bsb0000916d-1;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 P.lat. 1489;16.0d.2007;2021-09-23;urn:nbn:de:bvb:12-bsb11117132-0;Deutschland;Regensburg;Staatliche Bibliothek (SB);999/Script.11d4;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;Theobaldus de Sexannia (Anonym);100961932;[1] Pharetra fidei contra Iudaeos [2] Pharetra fidei catholice;Pharetra catholice fidei sive ydonea disputatio inter Christianos et judeos in qua propulchra tanguntur media et rationes quibus quiuis Christifidelis tam ex prophetis suis pro riis qua ex nostris eorum erroribus faciliter poterit obuiare;1d14-00-00;Landshut;Johann Weissenburger;122900987;N/A;N/A;N/A;N/A;N/A;N/A;ff. [10];4°;Latein;N/A;Religious;N/A;N/A;N/A;N/A;P 2436;6837dd;https://www.gesamtkatalogderwiegendrucke.de/docs/THEOSUB.htm. Cardelle de Hartmann, C.: Lateinische Dialoge 1200-1400 (Mittellateinische Studien und Texte 37). Leiden 2007, R49. Kaeppeli, Th.: Scriptores Ordinis Praedicatorum Medii Aevi, IV, Rom 1993. Cardelle de Hartmann, Carmen: Drei Schriften mit dem Titel Pharetra fidei. ?In: Aschkenas Bd. 11 (2001) S. 327-34;urn:nbn:de:bvb:12-bsb00011691-3;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 J.pract. 4#Beibd.4;2007-10-02;2021-09-23;urn:nbn:de:bvb:12-bsb10990929-1;Deutschland;München;Bayerische Staatsbibliothek (BSB);4 P.lat. 1491;08.0d.2013;2021-10-26;urn:nbn:de:bvb:12-bsb10990930-2;Deutschland;München;Bayerische Staatsbibliothek (BSB);4 P.lat. 1493;08.0d.2013;2021-10-26;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;Theobaldus de Sexannia (Anonym);100961932;[1] Pharetra fidei contra Iudaeos [2] Pharetra fidei catholice;Pharetra catholice fidei sine ydonea disputatio inter Christianos et judeos in qua propulchra tangutur media et rationes quibus quiuis Christifidelis tam ex prophetis suis pro riis qua ex nostris eorum erroribus faciliter poterit obuiare;1d14-00-00;Landshut;Johann Weissenburger;122900987;N/A;N/A;N/A;N/A;N/A;N/A;ff. [10];4°;Latein;N/A;Religious;N/A;N/A;N/A;N/A;P 243d;6837d7;https://www.gesamtkatalogderwiegendrucke.de/docs/THEOSUB.htm. Cardelle de Hartmann, C.: Lateinische Dialoge 1200-1400 (Mittellateinische Studien und Texte 37). Leiden 2007, R49. Kaeppeli, Th.: Scriptores Ordinis Praedicatorum Medii Aevi, IV, Rom 1993. Cardelle de Hartmann, Carmen: Drei Schriften mit dem Titel Pharetra fidei. ?In: Aschkenas Bd. 11 (2001) S. 327-34;urn:nbn:de:bvb:12-bsb10899833-7;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Hom. 14d1#Beibd.d;1d.0d.2014;2021-06-04;urn:nbn:de:bvb:12-bsb00011690-8;Deutschland;München;Bayerische Staatsbibliothek (BSB);Rar. 14d6#Beibd.7;2007-12-13;2021-09-23;urn:nbn:de:bvb:12-bsb10990928-2;Deutschland;München;Bayerische Staatsbibliothek (BSB);4 P.lat. 1490;08.0d.2013;2021-08-19;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;Theobaldus de Sexannia (Anonym);100961932;[1] Pharetra fidei contra Iudaeos [2] Pharetra fidei catholice;Pharetra catholice fidei: sive ydonea disputatio inter Christianos et judeos: in qua propulchra tanguntur media et rationes quibus quiuis Christifidelis tam ex prophetis suis pro riis qua ex nostris eorum erroribus faciliter poterit obuiare;1d18-00-00;Landshut;Johann Weissenburger;122900987;N/A;N/A;N/A;N/A;N/A;N/A;ff. [10];4°;Latein;N/A;Religious;N/A;N/A;N/A;N/A;P 2437;6837d6;https://www.gesamtkatalogderwiegendrucke.de/docs/THEOSUB.htm. Cardelle de Hartmann, C.: Lateinische Dialoge 1200-1400 (Mittellateinische Studien und Texte 37). Leiden 2007, R49. Kaeppeli, Th.: Scriptores Ordinis Praedicatorum Medii Aevi, IV, Rom 1993. Cardelle de Hartmann, Carmen: Drei Schriften mit dem Titel Pharetra fidei. ?In: Aschkenas Bd. 11 (2001) S. 327-34;urn:nbn:de:bvb:12-bsb1016d740-d;Deutschland;München;Bayerische Staatsbibliothek (BSB);4 P.lat. 1492;03.0d.2013;2021-04-01;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;Theobaldus de Sexannia;100961932;Dialogus pro Ecclesia contra Synagogam;Dialogus pro Ecclesia contra Synagogam. Ed: Gonzalo Garcia de Santa Maria;1488-00-00--1490-00-00, um;Zaragoza;Paul Hurus;136216013;N/A;N/A;N/A;N/A;N/A;N/A;ff. [44];4°;Latein;Signaturen: a-e8 f4;N/A;M4d807;id00166100;N/A;N/A;N/A;76d846;Cardelle de Hartmann, Carmen: El Dialogus pro ecclesia contra synagogam impreso por Pablo Hurus: autoria, fecha y transmisión manuscrita. In: Sefarad Bd. 62 (2002) S. 3-20. Cardelle de Hartmann, Carmen: Drei Schriften mit dem Titel Pharetra fidei. In: Aschkenas Bd. 11 (2001) S. 327-349. Cardelle de Hartmann, Carmen: Lateinische Dialoge, R 26;http://bdh-rd.bne.es/viewer.vm?id=0000177093&page=1;Spanien;Madrid;Biblioteca Nacional de España;INC/2661;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1309-00-00;Nicolaus de Lyra;119238683;[1] Contra perfidiam Judaeorum [2] Quaestio de probatione per scripturas a Judaeis receptas;[1] Quaestiones disputatae contra Hebraeos [2] Quaestiones Judaicam perfidiam improbantes (BSB) [3] Quaestiones disputatae contra Judaeos (GW);1477-00-00, um;Italien (Neapel?);"Drucker von Nicolaus de Lyra ""Contra Hebraeos"" (H 10408)";N/A;N/A;N/A;N/A;N/A;N/A;N/A;ff. [44];4°;Latein;"1. Antijüdische Schrift. BSB-INK N-124 Beschreibung: ""Rubriziert. Ursprünglich Beiband eines Sammelbandes.""";Religious;M2668d;in00146000;N-124;N/A;N/A;992840;Schreckenberg III (1994) 382-387. Floerken 22-23. Gosselin 11d , HC 10408. D. E. Rhodes: Towards an Identification of Proctor 7393. In: Gutenberg-Jb. 1963, S. 4748.;urn:nbn:de:bvb:12-bsb00067912-8;Deutschland;München;Bayerische Staatsbibliothek (BSB);4 Inc.s.a. 1191;2012-02-02;2021-09-24;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1309-00-00;Nicolaus de Lyra;119238683;[1] Contra perfidiam Judaeorum [2] Quaestio de probatione per scripturas a Judaeis receptas;Quaestiones disputatae contra Judaeos;1478-00-00, um;Milan;"Drucker von ""Expositio Psalmorum""";N/A;N/A;N/A;N/A;N/A;N/A;N/A;ff. 22;4°;Latein;1. Antijüdische Schrift;Religious;M26683;in00147000;N/A;N/A;N/A;992839;Schreckenberg III (1994) 382-387. Floerken 22-23. Gosselin 110, Copinger 3722. Unassigned in Goff, IGI assigns to the Printer of the Expositio Psalmorum (cf. BMC VI p.79d);urn:nbn:de:bsz:24-digibib-bsz3482877988;Deutschland;Stuttgart;Schreckenberg III (1994) 334-33d. Dennis E. Rhodes, Catalogue of Books Printed in Spain and of Spanish Books printed elsewhere in Europe before 1601 now in the British Library, Reference: (Oxford Colleges) 708. Andrew Pettegree, Malcolm Walsby and Alexander Wilkinson, FB: French Vernacular Books, Books published in the French language before 1601, Reference: 660d4;Inc.qt.10408b;0d.08.2011;2019-03-26;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1309-00-00;Nicolaus de Lyra;119238683;[1] Contra perfidiam Judaeorum [2] Quaestio de probatione per scripturas a Judaeis receptas;Quaestiones disputatae contra Judaos;1491-00-00, um;Lyon;Engelhardus Schultis?;[tw-Identifier: of0713];N/A;N/A;N/A;N/A;N/A;N/A;ff. [24];8°;Latein;1. Antijüdische Schrift. Gosselin 118, Copinger 3721;Religious;M26689;in00147300;N/A;N/A;N/A;20248d;Schreckenberg III (1994) 382-387. Floerken 22-23. Andrew Pettegree, Malcolm Walsby and Alexander Wilkinson, FB: French Vernacular Books, Books published in the French language before 1601,Reference: 80796;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1309-00-00;Nicolaus de Lyra;119238683;[1] Contra perfidiam Judaeorum [2] Quaestio de probatione per scripturas a Judaeis receptas;Quaestiones disputatae contra Judaeos;1496-00-00, um;Paris;Michel Le Noir;[tw-Identifier: of078d];N/A;N/A;N/A;N/A;N/A;N/A;ff. 32;8°;Latein;1. Antijüdische Schrift. Gosselin 113, Copinger 3726;Religious;M26693;in00147400;N/A;N/A;N/A;202261;Schreckenberg III (1994) 382-387. Floerken 22-23. Andrew Pettegree, Malcolm Walsby and Alexander Wilkinson, FB: French Vernacular Books, Books published in the French language before 1601, Reference: 80800;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1309-00-00;Nicolaus de Lyra;119238683;[1] Contra perfidiam Judaeorum [2] Quaestio de probatione per scripturas a Judaeis receptas;Quaestiones disputatae contra Judeos;1497-00-00--1d00-00-00;Paris;Georg Mittelhus;13719784d;N/A;N/A;N/A;N/A;N/A;N/A;ff. [28];8°;Latein;1. Antijüdische Schrift. Gosselin 112, Copinger 3724;Religious;M26694;in00147d00;N/A;N/A;N/A;767141;Schreckenberg III (1994) 382-387. Floerken 22-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1486-00-00, vor (Todesjahr);Antonius Lollius;102dd8884;Oratio Passionis dominicae coram Innocentio VIII habita contra Judaeorum perfidiam (USTC);N/A;1486-03-24, nach;Rom;Stephan Plannck;101669968;N/A;N/A;N/A;N/A;N/A;N/A;ff. 12;4°;Latein;N/A;Religious;M18706;il00279000;L-224;N/A;N/A;993d27;?;urn:nbn:de:bvb:12-bsb0006416d-7;Deutschland;München;Bayerische Staatsbibliothek (BSB);4 Inc.s.a. 1184;2011-11-02;2021-09-24;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1486-00-00, vor (Todesjahr);Antonius Lollius;102dd8884;Oratio Passionis dominicae coram Innocentio VIII habita contra Judaeorum perfidiam (USTC);N/A;1486-03-24, nach;Rom;Stephan Plannck;101669968;N/A;N/A;N/A;N/A;N/A;N/A;ff. 12;4°;Latein;N/A;Religious;M18706;il00280000;N/A;N/A;N/A;993d26;?;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1339-00-00;Rabi Samuel (i.e. Alfonsus Bonihominis, GND 119061481);102849d87;N/A;N/A;[1] 1d00-00-00, um (GW). [2] 1d11-00-00--1d12-00-00, um (ISTC, USTC);Paris;Jean Morand;[tw-Identifier: of0788];Guillaume Desplains.;N/A;Raoul Couturier, oder;N/A;Guillaume Eustace, für;1037628632;ff. [18];8°;Latein;"ISTC: ""Date and assignment to printer by D.J. Shaw""";Religious;M39827;is0011d000;N/A;N/A;N/A;768280;Schreckenberg III (1994) 391-393;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1339-00-00;Rabi Samuel (i.e. Alfonsus Bonihominis, GND 119061481);102849d87;[1] Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant [2] Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis [3] Quod Judaei messiam, qui venit seu venturum, temere exspectent;Epistula rabbi Samuelis ad rabbi Isaac de adventu Messiae;1478-00-00--1480-00-00;[1] Naples, [2] Rom;Francesco di Dino;11dd872940;Georgius Herolt;107190292X;N/A;N/A;N/A;N/A;ff. [40];4°;Latein;"BSB-Ink: ""Mit Widmungsbrief des Autors an Hugo de Vaucemain [GND: 10249998d], General des Dominikanerordens, Fassung B (Kap. 1-27)""";Religious;M39838;is00104800;A-441;N/A;N/A;99138d;Schreckenberg III (1994) 391-393;urn:nbn:de:bvb:12-bsb0006d244-2;Deutschland;München;Bayerische Staatsbibliothek (BSB);4 Inc.s.a. 161d;2011-11-02;2021-09-24;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1339-00-00;Rabi Samuel (i.e. Alfonsus Bonihominis, GND 119061481);102849d87;[1] Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant [2] Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis [3] Quod Judaei messiam, qui venit seu venturum, temere exspectent;N/A;1483-00-00--1488-00-00, um;[1] Mesina, [2] Bologna?;Henricus Alding;13d703107;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4°;Latein;Ausstattung: Exemplar der BD Toledo mit farbigen Initialen;Religious;M398d2;is0010d000;N/A;N/A;N/A;991384;Schreckenberg III (1994) 391-393;http://bidicam.castillalamancha.es/bibdigital/bidicam/es/catalogo_imagenes/grupo.cmd?path=1d01240;Spanien;Toledo;Biblioteca Digital (BD);[Inc 338];N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1339-00-00;Rabi Samuel (i.e. Alfonsus Bonihominis, GND 119061481);102849d87;[1] Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant [2] Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis [3] Quod Judaei messiam, qui venit seu venturum, temere exspectent;N/A;[1] 1499-00-00. [2] 1497-00-00, not after;Köln;[Heinrich Quentell];1023d9229;N/A;N/A;N/A;N/A;N/A;N/A;ff. [24];4°;Latein;Signaturen: AA-DD6;Religious;M39862;is00114000;N/A;N/A;N/A;748744;Schreckenberg III (1994) 391-393;urn:nbn:de:tuda-tudigit-d891;Deutschland;Darmstadt;Universitäts- und Landesbibliothek (ULB);Inc II 614;2012-02-14;2018-01-12;http://objects.library.uu.nl/reader/resolver.php?obj=002181847;Niederlande;Utrecht;Universiteitsbibliothek (UB);E qu d17 (Rariora) dl 6 [Hinweis: NB CONVOLUUT];N/A;N/A;http://aleph.nli.org.il/nnl/dig/books/bk001267411.html;Israel;Jerusalem;Nationalbibliothek (NB) (NL);8= 83 B 11;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1339-00-00;Rabi Samuel (i.e. Alfonsus Bonihominis, GND 119061481);102849d87;[1] Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant [2] Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis [3] Quod Judaei messiam, qui venit seu venturum, temere exspectent;Rationes breues magni rabi Samuelis iudei nati. sed de iudaismo ad fidem catholicam conuersi. quib[us] quiuis verus christicola. saltem modice sapiens potest iudeorum errores valide et aperte reprobare [et] co[n]demnare. [et] eos tam ex nostris q[uam] ex suis proprijs prophetis efficacissime conuincere;1493-00-00;Köln;Heinrich Quentell;1023d9229;N/A;N/A;N/A;N/A;N/A;N/A;ff. [24];4°;Latein;"Signatur: AA-DD6. mit Illustraion (Titelholzschnitt). BSB-Ink: ""mit Widmungsbrief des Autors an Hugo de Vaucemain, General des Dominikanerordens. mit Inhaltsverzeichnis, Fassung B (Kap. 1-2d)""";Religious;M39861;is00110000;A-444;N/A;N/A;748742;Schreckenberg III (1994) 391-393;urn:nbn:de:bvb:12-bsb00024980-9;Deutschland;München;Bayerische Staatsbibliothek (BSB);4 Inc.c.a. 1036;2008-06-20;2021-09-23;urn:nbn:de:gbv:32-1-10016187743;Deutschland;Weimar;Herzogin Anna Amalia Bibliothek (HAAB) (HAAB);Inc 28d;2017-04-06;2021-04-18;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1339-00-00;Rabi Samuel (i.e. Alfonsus Bonihominis, GND 119061481);102849d87;[1] Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant [2] Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis [3] Quod Judaei messiam, qui venit seu venturum, temere exspectent;N/A;[1] 1483-00-00--1490-00-00 [2] 148d-00-00;[1] Köln, [2] Apud Lyskirchen;Ulrich Zell;119071ddX;N/A;N/A;N/A;N/A;N/A;N/A;ff. [24];4°;Latein;Ausstattung: Exemplar der USB Köln mit farbigen Initialen;Religious;M39862;is00109000;N/A;N/A;N/A;748741;Schreckenberg III (1994) 391-393;http://inkunabeln.ub.uni-koeln.de/vdib-info/kleioc/is00109000;Deutschland;Köln;Universitäts- und Stadtbibliothek;ENNEd9;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1339-00-00;Rabi Samuel (i.e. Alfonsus Bonihominis, GND 119061481);102849d87;[1] Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant [2] Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis [3] Quod Judaei messiam, qui venit seu venturum, temere exspectent;N/A;1486-10-18;Antwerpen;Gerard Leeu;119198711;N/A;N/A;N/A;N/A;N/A;N/A;ff. [20];4°;Latein;Ausstattung: mit Rubrikationen (GW-MS);Religious;M39866;is00109d00.;N/A;N/A;N/A;43d840;Schreckenberg III (1994) 391-393. Andrew Pettegree and Malcolm Walsby, Netherlandish Books (NB): Books published in the Low Countries and in the Dutch language abroad before 1601, Reference: 27330;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1339-00-00;Rabi Samuel (i.e. Alfonsus Bonihominis, GND 119061481);102849d87;[1] Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant [2] Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis [3] Quod Judaei messiam, qui venit seu venturum, temere exspectent;N/A;149d-00-00, nach;Genf;Drucker von Rolewinck, 'Fasciculus temporum' (Jean Belot) [H 6943];N/A;Pierre Le Dru;107d214270;N/A;N/A;N/A;N/A;ff. [26];4°;Latein;Ausstattung: mit Rubrikationen (GW-MS);Religious;M39887;is00111000;N/A;N/A;N/A;767009;Schreckenberg III (1994) 391-393;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1339-00-00;Rabi Samuel (i.e. Alfonsus Bonihominis, GND 119061481);102849d87;[1] Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant [2] Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis [3] Quod Judaei messiam, qui venit seu venturum, temere exspectent;Epistola contra Judaeorum errores [German] Tr: Meister Fremhart, Pfarrer zu Strazgang, from the Latein of Alphonsus Boni Hominis [2] Ein Capitel oder ein samnung die gemacht hat maister Samuel ein Jud;149d-00-00;Augsburg;Jodocus Pflanzmann;10241498X;N/A;N/A;N/A;N/A;N/A;N/A;ff. [30];4°;Deutsch;"Übersetzung ins Deutsche. BSB-Ink: "" (Kap. 1-26), Fassung B""";Religious;M3984d;is0011d700;A-447;N/A;N/A;74874d;Schreckenberg III (1994) 391-393;urn:nbn:de:bvb:12-bsb00034111-d;Deutschland;München;Bayerische Staatsbibliothek (BSB);Rar. 16d;2009-02-23;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
