entstanden;Verfasser;GNDVerfasser;Einheitstitel;Alternativtitel;Druckdatum;Druckort;Drucker1;GNDDrucker1;Drucker2;GNDDrucker2;Drucker3;GNDDrucker3;Drucker4;GNDDrucker4;Umfang;Format;Sprache;Anmerkung;USTCSubject;GW;ISTC;BSB_Ink;VE15;VD16;USTC;Literatur;IDa;Landa;Stadta;Insitutiona;Signatura;erstellta;geänderta;IDb;Landb;Stadtb;Insitutionb;Signaturb;erstelltb;geändertb;Idc;Landc;Stadtc;Insitutionc;Signaturc;erstelltc;geändertc;IDd;Landd;Stadtd;Insitutiond;Signaturd;erstelltd;geändertd;IDe;Lande;Stadte;Insitutione;Signature;erstellte;geänderte;RIDf;Landf;Stadtf;Insitutionf;Signaturf;erstelltf;geändertf
N/A;N/A;N/A;Ein wunderbarlich geschichte. Wye dye merckischen Juden das hochwirdig Sacrament: gekaufft und zu martern sich understanden [USTC];Eyn wunderbarlich Geschichte wye die Marckischen Juedenn das hochwirtigst Sacrament gekaufft und zcu Martern sich unterstanden;1510-00-00;Leipzig;Martin Landsberg;104296801;N/A;N/A;N/A;N/A;N/A;N/A;ff. [5];4°;Deutsch;"betrifft Vorwuf der Hostienschändungen und Ritualmorde in Berlin 1510, Vertreibung aus der Mark Brandenburg. VD16: ""Variante zu VD16 ZV 26067. Erkennungslesart: ""Marckischen""."". USTC 656813 = USTC 2213248 = USTC 656814 ?";Religious;N/A;N/A;N/A;N/A;ZV 26067;656814;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;N/A;N/A;Ein wunderbarlich geschichte. Wye dye merckischen Juden das hochwirdig Sacrament: gekaufft und zu martern sich understanden [USTC];Eyn wunderbarlich Geschichte wye die Marckischen Juedenn das hochwirtigst Sacrament gekaufft und zcu Martern sich unterstanden;1510-00-00;Mainz;Johann Schöffer;118795287;N/A;N/A;N/A;N/A;N/A;N/A;ff. [4];4°;Deutsch;betrifft Vorwuf der Hostienschändungen und Ritualmorde in Berlin 1510, Vertreibung aus der Mark Brandenburg.;Religious;N/A;N/A;N/A;N/A;W 4594;656812;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;N/A;N/A;Warhafftig Sumarius der gerichts hendel;Ditzs ist der warhafftig sumarius der gerichts hendel unnd proceß der gehalten ist worden, uff bekentnis eines pawl from gnant der das Sacrament sambt einer monstrantzien auß der kyrchen zu Knobloch gestolen;1511-00-00;Frankfurt (Oder);Johann Hanau;136951112;N/A;N/A;N/A;N/A;N/A;N/A;ff. [22];4°;Deutsch;"betrifft Vorwuf der Hostienschändungen und Ritualmorde in Berlin 1510, Vertreibung aus der Mark Brandenburg. VD16: ""Variante zu ZV 4517. Erkennungslesart: ""Hanow. im iar"". USTC 640297 = USTC 640309 = USTC 640298 ?";Jurisprudence;N/A;N/A;N/A;N/A;D 1446;640309;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;N/A;N/A;Warhafftig Sumarius der gerichts hendel;Dit is der warhafftig sumarius der gerichts hendel und proceß der geholden is worden upp manigfaldig indicia uthsag und bekentnys eines pawl from genomet der dat hochwerdig Sacrament;1511-00-00;Frankfurt (Oder);Johann Hanau;136951112;N/A;N/A;N/A;N/A;N/A;N/A;ff. [22];4°;Deutsch;"betrifft Vorwuf der Hostienschändungen und Ritualmorde in Berlin 1510, Vertreibung aus der Mark Brandenburg. VD16: ""Variante zu ZV 4517. Erkennungslesart: ""Hanow. im iar"". USTC 640297 = USTC 640309 = USTC 640298 ?";Jurisprudence;N/A;N/A;N/A;N/A;ZV 5529;640297;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;N/A;N/A;Warhafftig Sumarius der gerichts hendel;Dit is der warhaftig summarius der gerichts hendel und prozeß, der gehalden is worden up bekentnys eines, Paul from genomet;1511-00-00;Frankfurt (Oder);Johann Hanau;136951112;N/A;N/A;N/A;N/A;N/A;N/A;ff. [22];4°;Deutsch;"betrifft Vorwuf der Hostienschändungen und Ritualmorde in Berlin 1510, Vertreibung aus der Mark Brandenburg. VD16: ""Variante zu ZV 4517. Erkennungslesart: ""Hanow. im iar"". USTC 640297 = USTC 640309 = USTC 640298 ?";Jurisprudence;N/A;N/A;N/A;N/A;ZV 4517;640298;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;N/A;N/A;Von dem untrenlichen ungenaeten rock unsers Herren Jesu Christi den im sein ausserwelte muter selbs gewürckt hat wie der ainem alten Juden gegeben ward. und nach vil Geschichten wunderbarlich ainem Künig (arenndel genant) worden ist der in gen Trier bracht auch yetzo auff dem grossen Reichstag zu Trier in gegenwertigkait Roemischer Kaiserlicher Majestat und anderer Stende des Hailigen Reichs erfunden;Von dem untrenlichen ungenaeten rock unsers Herren Jesu Christi den im sein ausserwelte muter selbs gewürckt hat wie der ainem alten Juden gegeben ward. und nach vil Geschichten wunderbarlich ainem Künig (arenndel genant) worden ist der in gen Trier bracht auch yetzo auff dem grossen Reichstag zu Trier in gegenwertigkait Roemischer Kaiserlicher Majestat und anderer Stende des Hailigen Reichs erfunden;1512-00-00;Augsburg;Johann Otmar;115858679;N/A;N/A;N/A;N/A;N/A;N/A;ff. [38];4°;Deutsch;"Judenfeindlich? VD16: ""Nicht identisch mit VD16 ZV 12009. Erkennungslesart: auff dem grossen || Reichstag""";Religious;N/A;N/A;N/A;N/A;ZV 12008;700090;N/A;urn:nbn:de:bvb:12-bsb00011538-9;Deutschland;München;Bayerische Staatsbibliothek (BSB);4 P.o.germ. 161 m;2007-08-23;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;N/A;N/A;Von dem untrenlichen ungenaeten rock unsers Herren Jesu Christi den im sein ausserwelte muter selbs gewürckt hat wie der ainem alten Juden gegeben ward. und nach vil Geschichten wunderbarlich ainem Künig (arenndel genant) worden ist der in gen Trier bracht auch yetzo auff dem grossen Reichstag zu Trier in gegenwertigkait Roemischer Kaiserlicher Majestat und anderer Stende des Hailigen Reichs erfunden;Von dem untrenlichen ungenaeten rock unsers Herren Jesu Christi den im sein ausserwelte muter selbs gewürckt hat wie der ainem alten Juden gegeben ward. und nach vil Geschichten wunderbarlich ainem Künig (arenndel genant) worden ist der in gen Trier bracht auch yetzo auff dem grossen Reichstag zu Trier in gegenwertigkait Roemischer Kaiserlicher Majestat und anderer Stende des Hailigen Reichs erfunden;1512-00-00;Augsburg;Johann Otmar;115858679;N/A;N/A;N/A;N/A;N/A;N/A;ff. [38];4°;Deutsch;"Judenfeindlich? VD16: ""Nicht identisch mit VD16 ZV 12009. Erkennungslesart: auff dem grossen || Reichstag"". British Library Identifier: System number: 002716093, Physical Description: [76] pages : illustrations. (4º), Obsolete shelfmark: 1368.c.6. , Shelfmark(s): General Reference Collection C.175.d.29. , UIN: BLL01002716093";Religious;N/A;N/A;N/A;N/A;ZV 12009;700089;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;Pamphilus Gengenbach;11853842X;Das ist ein erschrockenliche history von fünff schnöden juden, wie sie das bild Marie verspottetund durchstochen haben;Dz ist ein erschrockenliche history von fünff schnöden Juden, wie sie das bild Marie verspottet und durchstochen haben;1515-00-00;Basel;Pamphilus Gengenbach;11853842X;N/A;N/A;N/A;N/A;N/A;N/A;ff. [9];4°;Deutsch;Druckjahr im VD16 Grundwerk fälschlich: 1512, StBi Berlin-Bemerkung: Nehlsen. BLF 1135, Weller, Repertorium typographicum 686;Music;N/A;N/A;N/A;N/A;G 1177;641892;N/A;http://resolver.staatsbibliothek-berlin.de/SBB0000D89F00000000;Deutschland;Berlin;Staatsbibliothek Preußischer Kulturbesitz;Yd 8251;2018-07-13;N/A;https://doi.org/10.3931/e-rara-5201;Schweiz;Zürich;Zentralbibliothek (ZB);3.283,12;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;N/A;N/A;"Notariatsinstrument betreffend die Streitigkeiten mit dem Freigrafen Hans Volmar genannt von Twern zu Freienhagen wegen der Wormser Juden, 10 Dec. 1490. Johannes Stol: Vollmacht für Heinrich Walck, Speyer, 14 Oct. 1488. Sixtus IV: Bulla 8 July 1480 ""Roman";"Notariatsinstrument betreffend die Streitigkeiten mit dem Freigrafen Hans Volmar genannt von Twern zu Freienhagen wegen der Wormser Juden, 10 Dec. 1490. Johannes Stol: Vollmacht für Heinrich Walck, Speyer, 14 Oct. 1488. Sixtus IV: Bulla 8 July 1480 ""Roman";1490-12-10, nach;Speyer;Peter Drach;124571905 ?;N/A;N/A;N/A;N/A;N/A;N/A;ff. [1];Einblattdruck;Deutsch;Worms;Jurisprudence;M51811, GW(Einbl) 1546;iw00070750;N/A;W-3;N/A;749929;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;N/A;N/A;Ein hübscher newer leerspruch wie ein münch nach vil disputierens einen verstockten Juden zu Christenlichem glauben bekerte, und wie er den tauff auch gutte underweysung des münchs an nam.;Ein hübscher newer leerspruch wie ein münch nach vil disputierens einen verstockten Juden zu Christenlichem glauben bekerte, und wie er den tauff auch gutte underweysung des münchs an nam.;1515-00-00;Straßburg;Matthias Schürer;104302844;N/A;N/A;N/A;N/A;N/A;N/A;ff. [20];4°;Deutsch;Leerspruch;Religious;N/A;N/A;N/A;N/A;H 5683;644008;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;N/A;N/A;Ein gesprech auff das kurtzt zwuschen eynem Christen und Juden auch eynem wyrthe, sampt seynem haußknecht den eckstein Christum betreffendt so noch Goetlicher schrifft abkunterfeyt ist wie alhie beygedruckt figur außweyßet.;Ein gesprech auff das kurtzt zwuschen eynem Christen und Juden auch eynem wyrthe, sampt seynem haußknecht den eckstein Christum betreffendt so noch Goetlicher schrifft abkunterfeyt ist wie alhie beygedruckt figur außweyßet.;1524-00-00;Erfurt;Michel Buchfürer;118796712;N/A;N/A;N/A;N/A;N/A;N/A;ff. [15];4°;Deutsch;N/A;Religious;N/A;N/A;N/A;N/A;G 1864;642995;N/A;urn:nbn:de:bvb:12-bsb10167757-8;Deutschland;München;Bayerische Staatsbibliothek (BSB);4 Polem. 1357;2013-05-03;2017-10-06;http://data.onb.ac.at/rep/102FF1F8;Österreich;Wien;Nationalbibliothek (NB);16373-B ALT MAG;N/A;N/A;urn:nbn:de:bsz:14-db-id4570317944;Deutschland;Dresden;Sächsische Landesbibliothek - Staats- und Universitätsbibliothek (UB) [SLUB];Hist.eccl.E.375,14;2017-10-13;2019-07-25;urn:nbn:de:bvb:12-bsb11071664-7;Deutschland;Regensburg;Staatliche Bibliothek;999/4Theol.syst.716(5;2013-05-08;2021-08-31;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;Lorenz Fries;118536028;Der Juden practica;Der Juden practica;1525-00-00;Hagenau;Amandus Farckall;[1] 118698451 [2] 119669226;N/A;N/A;N/A;N/A;N/A;N/A;ff. [4];4°;Deutsch;N/A;Religious;N/A;N/A;N/A;N/A;F 2855;633664;N/A;http://data.onb.ac.at/rep/107D3FAA;Österreich;Wien;Nationalbibliothek (NB);[1] MF 1260 NEU MIK [2] *35.R.289 ALT PRUNK;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;N/A;N/A;Von ainer grosse meng unnd gewalt der Juden die lange zeyt mit unwonhafftigen wuesten beschlossen und verborgen gewesen yetzunder auß gebrochen und an tag kommen seyn dreyssig tag rayß von Jherusalem sich nyder geschlagen was sy fürgenommen haben findt man nach laut dises sendbrieffs zum tayl glaubliche underricht.;Von ainer grosse meng unnd gewalt der Juden die lange zeyt mit unwonhafftigen wuesten beschlossen und verborgen gewesen yetzunder auß gebrochen und an tag kommen seyn dreyssig tag rayß von Jherusalem sich nyder geschlagen was sy fürgenommen haben findt man nach laut dises sendbrieffs zum tayl glaubliche underricht.;1523-00-00;Augsburg;Heinrich von Augsburg Steiner;119838451;N/A;N/A;N/A;N/A;N/A;N/A;ff. [3];4°;Deutsch;N/A;Religious;N/A;N/A;N/A;N/A;V 2688;702691;N/A;http://data.onb.ac.at/rep/10B20FF5;Österreich;Wien;Nationalbibliothek (NB);40.O.28 ALT PRUNK;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;Ulrich von Hutten;118555049;Die geschicht und bekentnuß des getaufften Juden zu Halle vor Sant Moritzen burgk auff dem Jueden kirchoff mit glueenden zangen gerissen darnach gepraten.;Die geschicht und bekentnuß des getaufften Juden zu Halle vor Sant Moritzen burgk auff dem Jueden kirchoff mit glueenden zangen gerissen darnach gepraten.;1514-00-00;Nürnberg;Jobst Gutknecht;106388606;N/A;N/A;N/A;N/A;N/A;N/A;ff. [2];4°;Deutsch;betrifft Reuchlin-Pfefferkorn-Debatte;Religious;N/A;N/A;N/A;N/A;H 6305;636741;N/A;urn:nbn:de:bvb:12-bsb00005716-3;Deutschland;München;Bayerische Staatsbibliothek (BSB);Rar. 1658;2006-11-29;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Thomas Murner;118585886;Der Juden benedicite wie sy Gott den Heren loben und im umb die speysz dancken;Der Juden benedicite wie sy Gott den Heren loben und im umb die speysz dancken;1512-00-00;Frankfurt am Main;Beatus Murner;102843422;N/A;N/A;N/A;N/A;N/A;N/A;ff. [4];4°;Deutsch;Aus dem Hebräischen übersetzt ins Deutsche von Thomas Murner;Religious;N/A;N/A;N/A;N/A;B 5606;633633;N/A;urn:nbn:de:hebis:30:2-223675;Deutschland;Frankfurt am Main;Universitätsbibliothek (UB);[1] Ausst. 250 [2] Alte Signatur: Auct. Hebr. anon. 1232. Akz.-Nr.: 2652/3;2013-12-18;2014-02-24;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Thomas Murner;118585886;Ritus et celebratio phase iudeorum;?uqat hap-pesa?. Ritus et celebratio phase iudeo[rum], cum orationibus eor[um], [et] benedictionibus mense ad littera[m] interp[re]tatis, cum omni obseruatione vti soliti su[n]t suu[m] pasca extra terra[m] p[ro]missionis sine esu agni pascalis celebrare / Per egrediu[m] doctorem. Thoma[m] murner ex hebreo in Lateinu[m] traducta eloquium;1512-00-00;Frankfurt am Main;Beatus Murner;102843422;N/A;N/A;N/A;N/A;N/A;N/A;ff. [16];4°;Latein;Aus dem Hebräischen übersetzt ins Lateinische von Thomas Murner, teilweise in hebräischer Schrift;Religious;N/A;N/A;N/A;N/A;H 188;661374;N/A;urn:nbn:de:hebis:30:2-223707;Deutschland;Frankfurt am Main;Universitätsbibliothek (UB);[1] Ausst. 248 [2] Alte Signatur: Auct. Hebr. anon. 1230. Akz.-Nr. 3078/3;2013-12-18;2014-02-24;urn:nbn:de:bvb:12-bsb00004330-6;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Jud. 30,8;2006-11-29;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Thomas Murner;118585886;Benedicite judeorum uti soliti sut ante et post cibi suptionem Benedicere et gratias agere deo egregio doctore thoma murner Argentinensi ordinis minorum interprete.;Birchat ha-Mason. Benedicite iudeoru[m] vti soliti su[n]t a[n]te [et] post cibi su[m]ptione[m] benedicere [et] gratias agere deo / Egregio doctore Thoma murner Argentinensi ordinis mino[rum] interprete;1512-00-00;Frankfurt am Main;Beatus Murner;102843422;N/A;N/A;N/A;N/A;N/A;N/A;ff. [4];4°;Latein;Aus dem Hebräischen übersetzt ins Lateinische von Thomas Murner, teilweise in hebräischer Schrift;Religious;N/A;N/A;N/A;N/A;B 5604;661171;N/A;urn:nbn:de:hebis:30:2-223661;Deutschland;Frankfurt am Main;Universitätsbibliothek (UB);[1] Ausst. 249 [2] Alte Signatur: Auct. Hebr. anon. 1231. Akz.-Nr. 2651/3;2013-12-18;2014-02-24;urn:nbn:de:bvb:12-bsb00004328-3;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Jud. 30,9;2006-11-29;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Thomas Murner;118585886;Enderung und schmach der bildung Marie von den juden bewissen. Und zu ewiger gedechtnüsz durch Maximilianu den Römischen Keyser zu malen verschaffet in der löblichen stat Kolmer. Von dannen sy ouch ewig vertriben syndt.;Enderung und schmach der bildung Marie von den juden bewissen. Und zu ewiger gedechtnüsz durch Maximilianu den Römischen Keyser zu malen verschaffet in der löblichen stat Kolmer. Von dannen sy ouch ewig vertriben syndt.;1511-00-00;Straßburg;Matthias Hupfuff;13352583X;N/A;N/A;N/A;N/A;N/A;N/A;ff. [33];4°;Deutsch;Schreckenberg III, S: 596, nennt Thomas Murner als Verfasser, VD16 und USTC nicht;Religious;N/A;N/A;N/A;N/A;A 350;650565;Schreckenberg III (1994) 596-597. Murner, Thomas: Entehrung Mariä durch die Juden: Eine antisemitische Dichtung Thomas Murners. Mit den Holzschnitten des Strassburger Hupfuffschen Druckes herausgegeben von Adam Klassert. Sonderabdruck aus dem Jahrbuch für Geschichte, Sprache und Literatur Elsass-Lothringens (1905);urn:nbn:de:bvb:12-bsb00011433-7;Deutschland;München;Bayerische Staatsbibliothek (BSB);Rar. 855#Beibd.1;2007-10-30;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1271-00-00;Thomas von Aquin;118622110;[1] Epistola ad ducissam Brabantie [2] De regimine Judaeorum;Opuscula (71). Mit Vita Sancti Thomae etc.;1490-09-07;Venedig;Hermann Liechtenstei;139384936;N/A;N/A;N/A;N/A;N/A;N/A;ff. [436];4°;Latein;Signatur: aa12 a–u8 x12 A–ZAA–GG8 HH12;Religious;M46029;it00258000;T-236;N/A;N/A;990437;Hans Otto Seitschek: Thomas von Aquin und die nichtchristlichen Religiousen, in: Freiburger Zeitschrift für Theologie und Philosophie (FZPhTh), 53 (2006) 1/2, S. 7-20. Schreckenberg III (1994) 249-259.;urn:nbn:de:bvb:12-bsb00038752-2;Deutschland;München;Bayerische Staatsbibliothek (BSB);4 Inc.c.a. 792 a;2009-06-29;2021-09-23;http://www.bibliotecavirtualdeandalucia.es/catalogo/consulta/registro.do?id=6871;Spanien;Cádiz;Biblioteca Pública del Estado - Biblioteca Provincial de Cádiz;Inc. 15;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1271-00-00;Thomas von Aquin;118622110;[1] Epistola ad ducissam Brabantie [2] De regimine Judaeorum;Opuscula (73). Mit Vita Sancti Thomae etc.;1498-12-22;Venedig;Bonetus Locatellus;1037496906;Octavianus Scotus;104090030;N/A;N/A;N/A;N/A;ff. [342];2°;Latein;Signatur: aa12 a–u8 x12 A–ZAA–GG8 HH12;Religious;M46033;it00257000;T-237;N/A;N/A;990438;Hans Otto Seitschek: Thomas von Aquin und die nichtchristlichen Religiousen, in: Freiburger Zeitschrift für Theologie und Philosophie (FZPhTh), 53 (2006) 1/2, S. 7-20. Schreckenberg III (1994) 249-259.;urn:nbn:de:bvb:12-bsb00058705-2;Deutschland;München;Bayerische Staatsbibliothek (BSB);2 Inc.c.a. 3700 i;2011-07-11;2021-09-28;http://hdl.handle.net/10366/82616;Spanien;Salamanca;Gestión del Repositorio Documental de la Universidad de Salamanca (GREDOS);BH. Incunables [345];N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1271-00-00;Thomas von Aquin;118622110;[1] Epistola ad ducissam Brabantie [2] De regimine Judaeorum;Opuscula (70);1488-00-00, um;[1] südliche Niederlande?. [2] Venedig ?. [3] Kön?;Drucker von Augustinus, Explanatio psalmorum (GW2908);N/A;Vindelinus de Spira?;1089721781;N/A;N/A;N/A;N/A;ff. 574;2°;Latein;Signatur: a–c8 / a–n8 o6 O4 p–r8 ?8 ?6 S6 s8 x8 v8 u8 n8 X–Z8 z8 aa–rr8 zz8 ??8 ss8 xx8 vv8 mm8 nn8 nn8 xx–zz8 zz8 A–Ss8;Religious;M46018;it00258500;N/A;N/A;N/A;749345;Hans Otto Seitschek: Thomas von Aquin und die nichtchristlichen Religiousen, in: Freiburger Zeitschrift für Theologie und Philosophie (FZPhTh), 53 (2006) 1/2, S. 7-20. Schreckenberg III (1994) 249-259.;urn:nbn:de:hbz:061:1-76318;Deutschland;Düsseldorf;Universitäts- und Landesbibliothek;N/A;1905-07-03;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1271-00-00;Thomas von Aquin;118622110;[1] Epistola ad ducissam Brabantie [2] De regimine Judaeorum;De articulis fidei et ecclesiae sacramentis. De periculis contingentibus circum sacramentum eucharistiae. De regimine Judaeorum;1474-00-00, um;Basel;Michael Wenssler;134121260;N/A;N/A;N/A;N/A;N/A;N/A;ff. [20];2°;Latein;N/A;Religious;M46406;it00282000;N/A;N/A;N/A;749370;Hans Otto Seitschek: Thomas von Aquin und die nichtchristlichen Religiousen, in: Freiburger Zeitschrift für Theologie und Philosophie (FZPhTh), 53 (2006) 1/2, S. 7-20. Schreckenberg III (1994) 249-259.;https://doi.org/10.3931/e-rara-16249 ;Schweiz;Basel;Universitätsbibliothek (UB);Inc 657:7;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1271-00-00;Thomas von Aquin;118622110;[1] Epistola ad ducissam Brabantie [2] De regimine Judaeorum;De articulis fidei et ecclesiae sacramentis. De periculis contingentibus circum sacramentum eucharistiae. De regimine Judaeorum;1474-00-00, um;Basel;Martin Flach;129803227;N/A;N/A;N/A;N/A;N/A;N/A;ff. [18];2°;Latein;N/A;Religious;M46403;it00283000;N/A;N/A;N/A;749371;Hans Otto Seitschek: Thomas von Aquin und die nichtchristlichen Religiousen, in: Freiburger Zeitschrift für Theologie und Philosophie (FZPhTh), 53 (2006) 1/2, S. 7-20. Schreckenberg III (1994) 249-259.;https://doi.org/10.3931/e-rara-15456;Schweiz;Basel;Universitätsbibliothek (UB);Inc 695;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
